"";"tsn";"genus";"species";"itis_acceptedname";"en_common";"fr_common";"us_code";"qc_code";"on_alpha_code";"on_tree_code"
"833";"24586";"Crataegus";"monogyna";"Crataegus monogyna";"oneseed hawthorn";NA;508;NA;NA;NA
"834";NA;"Crataegus";"pedicellata";"Crataegus pedicellata";"scarlet hawthorn";NA;509;NA;NA;NA
"835";"24593";"Crataegus";"phaenopyrum";"Crataegus phaenopyrum";"Washington hawthorn";NA;5091;NA;NA;NA
"836";"24604";"Crataegus";"succulenta";"Crataegus succulenta";"fleshy hawthorn";NA;5092;NA;NA;NA
"837";"24608";"Crataegus";"uniflora";"Crataegus uniflora";"dwarf hawthorn";NA;5093;NA;NA;NA
"838";"505883";"Crateva";"religiosa";"Crateva religiosa";"sacred garlic pear";NA;6758;NA;NA;NA
"839";"506047";"Crescentia";"alata";"Crescentia alata";"houka, calabash";NA;6760;NA;NA;NA
"840";"34332";"Crescentia";"cujete";"Crescentia cujete";"common calabash tree";NA;6761;NA;NA;NA
"841";"34333";"Crescentia";"linearifolia";"Crescentia linearifolia";"higuerito";NA;6762;NA;NA;NA
"842";"34334";"Crescentia";"portoricensis";"Crescentia portoricensis";"higuero de sierra";NA;6763;NA;NA;NA
"843";"38847";"Critonia";"portoricensis";"Critonia portoricensis";"Critonia portoricensis";NA;6765;NA;NA;NA
"844";"27944";"Crossopetalum";"rhacoma";"Crossopetalum rhacoma";"maidenberry";NA;6767;NA;NA;NA
"845";"26573";"Crotalaria";"longirostrata";"Crotalaria longirostrata";"longbeak rattlebox";NA;6771;NA;NA;NA
"846";"28293";"Croton";"astroites";"Croton astroites";"wild marrow";NA;6773;NA;NA;NA
"847";"501815";"Croton";"flavens";"Croton flavens";"Croton flavens";NA;6774;NA;NA;NA
"848";NA;"Cryptocarya";"spp.";"Cryptocarya";"cryptocarya";NA;6783;NA;NA;NA
"849";NA;"Cryptomeria";"spp.";"Cryptomeria";"Japanese cedar";NA;6787;NA;NA;NA
"850";"501832";"Cryptomeria";"japonica";"Cryptomeria japonica";"Japanese cedar";NA;6786;NA;NA;NA
"851";"501840";"Cunninghamia";"lanceolata";"Cunninghamia lanceolata";"Chinese fir";NA;6788;NA;NA;NA
"852";"28672";"Cupania";"americana";"Cupania americana";"wild ackee";NA;6790;NA;NA;NA
"853";"565105";"Cupaniopsis";"anacardioides";"Cupaniopsis anacardioides";"carrotwood";NA;866;NA;NA;NA
"854";NA;"Cupressus";"spp.";"Cupressus";"cypress";NA;50;NA;NA;NA
"855";NA;"Cupressus";"bakeri";"Cupressus bakeri";"Baker or Modoc cypress";NA;52;NA;NA;NA
"856";NA;"Cupressus";"forbesii";"Cupressus guadalupensis var. forbesii";"Tecate cypress";NA;53;NA;NA;NA
"857";NA;"Cupressus";"macnabiana";"Cupressus macnabiana";"MacNab's cypress";NA;56;NA;NA;NA
"858";NA;"Cupressus";"sargentii";"Cupressus sargentii";"Sargent's cypress";NA;55;NA;NA;NA
"859";"183456";"Cupressus";"sempervirens";"Cupressus sempervirens";"Italian cypress";NA;6796;NA;NA;NA
"860";"34672";"Cyanea";"aculeatiflora";"Cyanea aculeatiflora";"Haleakala cyanea";NA;6800;NA;NA;NA
"861";"34675";"Cyanea";"arborea";"Cyanea arborea";"palmtree cyanea";NA;6801;NA;NA;NA
"862";"34709";"Cyanea";"kunthiana";"Cyanea bonita";"Kunths cyanea";NA;6813;NA;NA;NA
"863";"34697";"Cyanea";"fissa";"Cyanea fissa";"Kauai cyanea";NA;6802;NA;NA;NA
"864";"34698";"Cyanea";"floribunda";"Cyanea floribunda";"Degeners cyanea";NA;6805;NA;NA;NA
"865";"34701";"Cyanea";"giffardii";"Cyanea giffardii";"Kilauea Mauna cyanea";NA;6806;NA;NA;NA
"866";"34704";"Cyanea";"hamatiflora";"Cyanea hamatiflora";"wetforest cyanea";NA;6807;NA;NA;NA
"867";"34707";"Cyanea";"horrida";"Cyanea horrida";"prickly cyanea";NA;6811;NA;NA;NA
"868";"501867";"Cyanea";"pohaku";"Cyanea pohaku";"pohaku cyanea";NA;6822;NA;NA;NA
"869";"34732";"Cyanea";"procera";"Cyanea procera";"Molokai cyanea";NA;6823;NA;NA;NA
"870";"34735";"Cyanea";"pycnocarpa";"Cyanea pycnocarpa";"manyfruit cyanea";NA;6824;NA;NA;NA
"871";"34736";"Cyanea";"quercifolia";"Cyanea quercifolia";"oakleaf cyanea";NA;6825;NA;NA;NA
"872";"34740";"Cyanea";"rivularis";"Cyanea rivularis";"plateau delissea";NA;6826;NA;NA;NA
"873";"34746";"Cyanea";"solenocalyx";"Cyanea solenocalyx";"pua kala";NA;6827;NA;NA;NA
"874";"34748";"Cyanea";"stictophylla";"Cyanea stictophylla";"Kaiholena cyanea";NA;6829;NA;NA;NA
"875";"34750";"Cyanea";"superba";"Cyanea superba";"Mt. Kaala cyanea";NA;6830;NA;NA;NA
"876";"34752";"Cyanea";"tritomantha";"Cyanea tritomantha";"aku aku";NA;6833;NA;NA;NA
"877";"914735";"Cyathea";"truncata";"Cyathea";"olioli";NA;6849;NA;NA;NA
"878";"914968";"Cyathea";"nigricans";"Cyathea";"kattar";NA;6842;NA;NA;NA
"879";NA;"Cyathea";"ponapeana";"Cyathea";"kattar";NA;6844;NA;NA;NA
"880";NA;"Cyathea";"spp.";"Cyathea";"treefern";NA;6847;NA;NA;NA
"881";"17938";"Cyathea";"andina";"Cyathea andina";"parrotfeather treefern";NA;6834;NA;NA;NA
"882";"17939";"Cyathea";"arborea";"Cyathea arborea";"West Indian treefern";NA;6835;NA;NA;NA
"883";"914434";"Cyathea";"decurrens";"Cyathea decurrens";"olioli";NA;6838;NA;NA;NA
"884";"17940";"Cyathea";"furfuracea";"Cyathea furfuracea";"Jamaican treefern";NA;6839;NA;NA;NA
"885";NA;"Cnemidaria";"horrida";"Cyathea horrida";"deepwoods fern";NA;6653;NA;NA;NA
"886";"897950";"Cyathea";"lunulata";"Cyathea lunulata";"olioli";NA;6840;NA;NA;NA
"887";"17941";"Cyathea";"parvula";"Cyathea parvula";"small treefern";NA;6843;NA;NA;NA
"888";"184077";"Cyathea";"tenera";"Cyathea tenera";"helecho gigante";NA;6848;NA;NA;NA
"889";"501871";"Cybianthus";"sintenisii";"Cybianthus sintenisii";"Cybianthus sintenisii";NA;6850;NA;NA;NA
"890";NA;"Cycas";"spp.";"Cycas";"Cycas";NA;6854;NA;NA;NA
"891";"183259";"Cycas";"circinalis";"Cycas circinalis";"queen sago";NA;6852;NA;NA;NA
"892";"183258";"Cycas";"revoluta";"Cycas revoluta";"remiang";NA;6853;NA;NA;NA
"893";NA;"Parinari";"laurina";"Cyclandrophora laurina";"ais";NA;8104;NA;NA;NA
"894";NA;"Cyclophyllum";"barbatum";"Cyclophyllum barbatum";"ola";NA;6855;NA;NA;NA
"895";"501910";"Cynometra";"portoricensis";"Cynometra portoricensis";"oreganillo falso";NA;6857;NA;NA;NA
"896";"507290";"Cynometra";"ramiflora";"Cynometra ramiflora";"gulos";NA;6858;NA;NA;NA
"897";NA;"Capparis";"amplissima";"Cynophalla amplissima";"burro blanco";NA;6383;NA;NA;NA
"898";NA;"Capparis";"flexuosa";"Cynophalla flexuosa";"falseteeth";NA;6387;NA;NA;NA
"899";NA;"Cyphomandra";"betacea";"Cyphomandra betacea";"tree-tomato";NA;6860;NA;NA;NA
"900";"23449";"Cyrilla";"racemiflora";"Cyrilla racemiflora";"swamp titi";NA;6862;NA;NA;NA
"901";NA;"Cyrtandra";"spp.";"Cyrtandra";"cyrtandra";NA;6866;NA;NA;NA
"902";"34151";"Cyrtandra";"giffardii";"Cyrtandra giffardii";"forest cyrtandra";NA;6865;NA;NA;NA
"903";NA;"Cyrtandra";"ramosissima";"Cyrtandra ramosissima";"Cyrtandra";NA;6864;NA;NA;NA
"904";"28768";"Dacryodes";"excelsa";"Dacryodes excelsa";"candletree";NA;6867;NA;NA;NA
"905";"26596";"Dalbergia";"sissoo";"Dalbergia sissoo";"Indian rosewood";NA;6869;NA;NA;NA
"906";"27163";"Daphnopsis";"americana";"Daphnopsis americana";"burn nose";NA;6871;NA;NA;NA
"907";"501970";"Daphnopsis";"helleriana";"Daphnopsis helleriana";"Heller's cieneguillo";NA;6872;NA;NA;NA
"908";"501971";"Daphnopsis";"philippiana";"Daphnopsis philippiana";"emajagua de sierra";NA;6873;NA;NA;NA
"909";"501864";"Cyanea";"hardyi";"Delissea coriacea var. hardyi";"Oahu cyanea";NA;6810;NA;NA;NA
"910";"34758";"Delissea";"fallax";"Delissea fallax";"Hawaii delissea";NA;6875;NA;NA;NA
"911";"565111";"Cyanea";"kuhihewa";"Delissea kuhihewa";"Limahuli Valley cyanea";NA;6812;NA;NA;NA
"912";"34759";"Delissea";"laciniata";"Delissea laciniata";"cutleaf delissea";NA;6876;NA;NA;NA
"913";"34711";"Cyanea";"leptostegia";"Delissea leptostegia";"giant kokee cyanea";NA;6814;NA;NA;NA
"914";"34716";"Cyanea";"macrostegia";"Delissea macrostegia";"purple cyanea";NA;6815;NA;NA;NA
"915";"34720";"Cyanea";"marksii";"Delissea marksii";"Marks cyanea";NA;6818;NA;NA;NA
"916";"34760";"Delissea";"niihauensis";"Delissea niihauensis";"Niihau delissea";NA;6877;NA;NA;NA
"917";"34761";"Delissea";"parviflora";"Delissea parviflora";"smallflower delissea";NA;6880;NA;NA;NA
"918";"34729";"Cyanea";"pilosa";"Delissea pilosa";"hairy cyanea";NA;6819;NA;NA;NA
"919";"34765";"Delissea";"undulata";"Delissea undulata";"leechleaf delissea";NA;6882;NA;NA;NA
"920";NA;"Delonix";"spp.";"Delonix";"delonix";NA;6884;NA;NA;NA
"921";"26656";"Delonix";"regia";"Delonix regia";"royal poinciana";NA;6883;NA;NA;NA
"922";NA;"Dendrocnide";"spp.";"Dendrocnide";"Dendrocnide";NA;6887;NA;NA;NA
"923";NA;"Dendrocnide";"harveyi";"Dendrocnide harveyi";"salato";NA;6885;NA;NA;NA
"924";"822752";"Dendrocnide";"latifolia";"Dendrocnide latifolia";"kahtat";NA;6886;NA;NA;NA
"925";"29387";"Dendropanax";"arboreus";"Dendropanax arboreus";"angelica tree";NA;6888;NA;NA;NA
"926";"29388";"Dendropanax";"laurifolius";"Dendropanax laurifolius";"palo de vaca";NA;6889;NA;NA;NA
"927";NA;"Dictyosperma";"album";"Dictyosperma album";"redpalm";NA;6891;NA;NA;NA
"928";NA;"Dysoxylum";"maota";"Didymocheton maota";"maota";NA;6969;NA;NA;NA
"929";"35310";"Diervilla";"lonicera";"Diervilla lonicera";NA;"Dièréville chèvrefeuille";NA;"DIE";NA;NA
"930";"506116";"Dillenia";"indica";"Dillenia indica";"chulta";NA;6896;NA;NA;NA
"931";"565135";"Dillenia";"suffruticosa";"Dillenia suffruticosa";"shrubby dillenia";NA;6898;NA;NA;NA
"932";"506072";"Dimocarpus";"longan";"Dimocarpus longan";"Dimocarpus longan";NA;6899;NA;NA;NA
"933";NA;"Euphoria";"longana";"Dimocarpus longan";"Longan";NA;7117;NA;NA;NA
"934";NA;"Diospyros";"spp.";"Diospyros";"persimmon spp.";NA;520;NA;NA;NA
"935";"502076";"Diospyros";"blancoi";"Diospyros blancoi";"mabolo";NA;6900;NA;NA;NA
"936";NA;"Diospyros";"ebenaster";"Diospyros ebenaster";"Black sapote";NA;6903;NA;NA;NA
"937";"896253";"Diospyros";"ferrea";"Diospyros ferrea";"Diospyros ferrea";NA;6905;NA;NA;NA
"938";"23861";"Diospyros";"hillebrandii";"Diospyros hillebrandii";"elama";NA;6906;NA;NA;NA
"939";"896176";"Diospyros";"kaki";"Diospyros kaki";"persimmon";NA;6907;NA;NA;NA
"940";"23856";"Diospyros";"revoluta";"Diospyros revoluta";"black apple";NA;6909;NA;NA;NA
"941";"502077";"Diospyros";"sandwicensis";"Diospyros sandwicensis";"lama";NA;6911;NA;NA;NA
"942";"502078";"Diospyros";"sintenisii";"Diospyros sintenisii";"Chinese persimmon";NA;6912;NA;NA;NA
"943";"23854";"Diospyros";"texana";"Diospyros texana";"Texas persimmon";NA;522;NA;NA;NA
"944";"23855";"Diospyros";"virginiana";"Diospyros virginiana";"common persimmon";NA;521;NA;NA;NA
"945";"27129";"Dirca";"palustris";"Dirca palustris";NA;"Dirca des marais";NA;"DIR";NA;NA
"946";"28309";"Ditta";"myricoides";"Ditta myricoides";"jaboncillo";NA;6923;NA;NA;NA
"947";"28675";"Dodonaea";"viscosa";"Dodonaea viscosa";"Florida hopbush";NA;6927;NA;NA;NA
"948";"507297";"Dolichandrone";"spathacea";"Dolichandrone spathacea";"rru";NA;6928;NA;NA;NA
"949";"502112";"Dovyalis";"hebecarpa";"Dovyalis hebecarpa";"Ceylon gooseberry";NA;6930;NA;NA;NA
"950";NA;"Pleomele";"spp.";"Dracaena";"hala pepe";NA;8263;NA;NA;NA
"951";"507566";"Dracaena";"fragrans";"Dracaena fragrans";"fragrant dracaena";NA;6932;NA;NA;NA
"952";NA;"Pleomele";"halapepe";"Dracaena halaapepe";"royal hala pepe";NA;8261;NA;NA;NA
"953";NA;"Drypetes";"spp.";"Drypetes";"Drypetes";NA;6942;NA;NA;NA
"954";"28312";"Drypetes";"glauca";"Drypetes glauca";"varital";NA;6938;NA;NA;NA
"955";"28313";"Drypetes";"ilicifolia";"Drypetes ilicifolia";"rosewood";NA;6939;NA;NA;NA
"956";"28315";"Drypetes";"lateriflora";"Drypetes lateriflora";"guiana plum";NA;6940;NA;NA;NA
"957";"38734";"Dubautia";"arborea";"Dubautia arborea";"Mauna Kea dubautia";NA;6947;NA;NA;NA
"958";NA;"Dubautia";"demissifolia";"Dubautia demissifolia";"Dubautia";NA;6944;NA;NA;NA
"959";"502162";"Dubautia";"knudsenii";"Dubautia knudsenii";"forest dubautia";NA;6948;NA;NA;NA
"960";"38751";"Dubautia";"microcephala";"Dubautia microcephala";"Kauai dubautia";NA;6952;NA;NA;NA
"961";NA;"Dubautia";"montana";"Dubautia montana";"Dubautia";NA;6946;NA;NA;NA
"962";"502187";"Duranta";"erecta";"Duranta erecta";"golden dewdrops";NA;6961;NA;NA;NA
"963";"506099";"Durio";"zibethinus";"Durio zibethinus";"Durian";NA;6965;NA;NA;NA
"964";"565146";"Dypsis";"lutescens";"Dypsis lutescens";"Dypsis lutescens";NA;6966;NA;NA;NA
"965";NA;"Dysoxylum";"spp.";"Dysoxylum";"Dysoxylum";NA;6971;NA;NA;NA
"966";"565147";"Ebenopsis";"ebano";"Ebenopsis ebano";"Blackbead ebony";NA;868;NA;NA;NA
"967";"31901";"Ehretia";"anacua";"Ehretia anacua";"Anacua knockaway";NA;523;NA;NA;NA
"968";"27770";"Elaeagnus";"angustifolia";"Elaeagnus angustifolia";"Russian-olive";NA;997;NA;NA;NA
"969";"506719";"Elaeis";"guineensis";"Elaeis guineensis";"oil nut palm";NA;6973;NA;NA;NA
"970";NA;"Elaeocarpus";"spp.";"Elaeocarpus";"Elaeocarpus";NA;6983;NA;NA;NA
"971";"21506";"Elaeocarpus";"bifidus";"Elaeocarpus bifidus";"kalia";NA;6975;NA;NA;NA
"972";NA;"Elattostachys";"falcata";"Elattostachys falcata";"taputoi";NA;6990;NA;NA;NA
"973";"506699";"Eleocharis";"dulcis";"Eleocharis dulcis";"utuutu";NA;6992;NA;NA;NA
"974";"502307";"Enterolobium";"cyclocarpum";"Enterolobium cyclocarpum";"monkeysoap";NA;6996;NA;NA;NA
"975";NA;"Eriobotrya";"spp.";"Eriobotrya";"loquat";NA;6999;NA;NA;NA
"976";"502403";"Eriobotrya";"japonica";"Eriobotrya japonica";"loquat";NA;6998;NA;NA;NA
"977";"34985";"Erithalis";"fruticosa";"Erithalis fruticosa";"blacktorch";NA;7000;NA;NA;NA
"978";NA;"Erythrina";"spp.";"Erythrina";"erythrina";NA;7013;NA;NA;NA
"979";NA;"Erythrina";"berteriana";"Erythrina berteroana";"machete";NA;7004;NA;NA;NA
"980";"502435";"Erythrina";"corallodendron";"Erythrina corallodendron";"coral erythrina";NA;7005;NA;NA;NA
"981";"26676";"Erythrina";"crista-galli";"Erythrina crista-galli";"crybabytree";NA;7006;NA;NA;NA
"982";"502436";"Erythrina";"eggersii";"Erythrina eggersii";"cock's spur";NA;7007;NA;NA;NA
"983";"502437";"Erythrina";"fusca";"Erythrina fusca";"bucayo";NA;7008;NA;NA;NA
"984";"502438";"Erythrina";"poeppigiana";"Erythrina poeppigiana";"mountain immortelle";NA;7011;NA;NA;NA
"985";"506327";"Erythrina";"subumbrans";"Erythrina subumbrans";"gatae palagi";NA;7014;NA;NA;NA
"986";"502439";"Erythrina";"sandwicensis";"Erythrina tahitensis";"wili wili";NA;7012;NA;NA;NA
"987";"502440";"Erythrina";"variegata";"Erythrina variegata";"tiger's claw";NA;7016;NA;NA;NA
"988";"502440";"Erythrina";"variegata";"Erythrina variegata";"tiger's claw";NA;7015;NA;NA;NA
"989";NA;"Erythrospermum";"acuminatissimum";"Erythrospermum acuminatissimum";"acuminatissimum";NA;7017;NA;NA;NA
"990";"29195";"Erythroxylum";"areolatum";"Erythroxylum areolatum";"swamp-redwood";NA;7019;NA;NA;NA
"991";"29197";"Erythroxylum";"rotundifolium";"Erythroxylum rotundifolium";"ratwood";NA;7021;NA;NA;NA
"992";"29198";"Erythroxylum";"rufum";"Erythroxylum rufum";"rufous false cocaine";NA;7022;NA;NA;NA
"993";"29199";"Erythroxylum";"urbanii";"Erythroxylum urbanii";"Urban's false cocaine";NA;7024;NA;NA;NA
"994";NA;"Eucalyptus";"spp.";"Eucalyptus";"eucalyptus spp.";NA;510;NA;NA;NA
"995";"502462";"Eucalyptus";"botryoides";"Eucalyptus botryoides";"southern mahogany";NA;7025;NA;NA;NA
"996";"502465";"Eucalyptus";"camaldulensis";"Eucalyptus camaldulensis";"river redgum";NA;512;NA;NA;NA
"997";"502466";"Eucalyptus";"cinerea";"Eucalyptus cinerea";"argyle apple";NA;7028;NA;NA;NA
"998";"502468";"Eucalyptus";"cladocalyx";"Eucalyptus cladocalyx";"sugargum";NA;7030;NA;NA;NA
"999";"502470";"Eucalyptus";"crebra";"Eucalyptus crebra";"narrowleaf red ironbark";NA;7032;NA;NA;NA
"1000";"502471";"Eucalyptus";"deanei";"Eucalyptus deanei";"roundleaf gum";NA;7033;NA;NA;NA
"1001";"502472";"Eucalyptus";"deglupta";"Eucalyptus deglupta";"Indonesian gum";NA;7034;NA;NA;NA
"1002";"27189";"Eucalyptus";"globulus";"Eucalyptus globulus";"Tasmanian bluegum";NA;511;NA;NA;NA
"1003";"506180";"Eucalyptus";"grandis";"Eucalyptus grandis";"grand eucalyptus";NA;513;NA;NA;NA
"1004";NA;"Eucalyptus";"hemiphloia";"Eucalyptus hemiphloia";"white box";NA;7041;NA;NA;NA
"1005";"565614";"Eucalyptus";"maculata";"Eucalyptus maculata";"spotted gum";NA;7043;NA;NA;NA
"1006";"502478";"Eucalyptus";"microcorys";"Eucalyptus microcorys";"Australian tallowwood";NA;7045;NA;NA;NA
"1007";"502480";"Eucalyptus";"paniculata";"Eucalyptus paniculata";"gray ironbark";NA;7046;NA;NA;NA
"1008";"502483";"Eucalyptus";"resinifera";"Eucalyptus resinifera";"redmahogany";NA;7049;NA;NA;NA
"1009";"502484";"Eucalyptus";"robusta";"Eucalyptus robusta";"swampmahogany";NA;514;NA;NA;NA
"1010";"502485";"Eucalyptus";"rudis";"Eucalyptus rudis";"Western Australian floodedgum";NA;7051;NA;NA;NA
"1011";"502486";"Eucalyptus";"saligna";"Eucalyptus saligna";"Sydney bluegum";NA;7053;NA;NA;NA
"1012";"502487";"Eucalyptus";"sideroxylon";"Eucalyptus sideroxylon";"red ironbark";NA;7054;NA;NA;NA
"1013";"27191";"Eucalyptus";"tereticornis";"Eucalyptus tereticornis";"forest redgum";NA;7056;NA;NA;NA
"1014";"502488";"Eucalyptus";"viminalis";"Eucalyptus viminalis";"manna gum";NA;7057;NA;NA;NA
"1015";NA;"Eugenia";"spp.";"Eugenia";"stopper";NA;7096;NA;NA;NA
"1016";"502494";"Eugenia";"domingensis";"Eugenia aeruginea";"serrette guave";NA;7071;NA;NA;NA
"1017";"27199";"Eugenia";"axillaris";"Eugenia axillaris";"white stopper";NA;7060;NA;NA;NA
"1018";"502491";"Eugenia";"biflora";"Eugenia biflora";"blackrodwood";NA;7061;NA;NA;NA
"1019";"27201";"Eugenia";"boqueronensis";"Eugenia boqueronensis";"Sierra de Cayey stopper";NA;7062;NA;NA;NA
"1020";"27202";"Eugenia";"borinquensis";"Eugenia borinquensis";"guayabota de sierra";NA;7063;NA;NA;NA
"1021";NA;"Eugenia";"caryophyllus";"Eugenia caryophyllus";"cloves";NA;7065;NA;NA;NA
"1022";"27203";"Eugenia";"confusa";"Eugenia confusa";"redberry stopper";NA;7066;NA;NA;NA
"1023";"27204";"Eugenia";"cordata";"Eugenia cordata";"lathberry";NA;7068;NA;NA;NA
"1024";"27204";"Eugenia";"cordata";"Eugenia cordata";"lathberry";NA;7067;NA;NA;NA
"1025";"27207";"Eugenia";"eggersii";"Eugenia eggersii";"guasabara";NA;7072;NA;NA;NA
"1026";"27209";"Eugenia";"glabrata";"Eugenia glabrata";"smooth rodwood";NA;7075;NA;NA;NA
"1027";"27210";"Eugenia";"haematocarpa";"Eugenia haematocarpa";"Luquillo Mountain stopper";NA;7076;NA;NA;NA
"1028";"27194";"Eugenia";"koolauensis";"Eugenia koolauensis";"nioi";NA;7079;NA;NA;NA
"1029";"27212";"Eugenia";"ligustrina";"Eugenia ligustrina";"privet stopper";NA;7081;NA;NA;NA
"1030";"27214";"Eugenia";"monticola";"Eugenia monticola";"birdcherry";NA;7084;NA;NA;NA
"1031";"27215";"Eugenia";"procera";"Eugenia procera";"rockmyrtle";NA;7089;NA;NA;NA
"1032";"27216";"Eugenia";"pseudopsidium";"Eugenia pseudopsidium";"Christmas cherry";NA;7090;NA;NA;NA
"1033";"27197";"Eugenia";"reinwardtiana";"Eugenia reinwardtiana";"mountain stopper";NA;7091;NA;NA;NA
"1034";"27217";"Eugenia";"rhombea";"Eugenia rhombea";"red stopper";NA;873;NA;NA;NA
"1035";"27218";"Eugenia";"serrasuela";"Eugenia serrasuela";"serrasuela";NA;7093;NA;NA;NA
"1036";"27219";"Eugenia";"sessiliflora";"Eugenia sessiliflora";"sessileleaf stopper";NA;7094;NA;NA;NA
"1037";"27221";"Eugenia";"stahlii";"Eugenia stahlii";"Stahl's stopper";NA;7098;NA;NA;NA
"1038";"27222";"Eugenia";"stewardsonii";"Eugenia stewardsonii";"Stewardson's stopper";NA;7100;NA;NA;NA
"1039";"27223";"Eugenia";"underwoodii";"Eugenia underwoodii";"Underwood's stopper";NA;7103;NA;NA;NA
"1040";"27224";"Eugenia";"uniflora";"Eugenia uniflora";"Surinam cherry";NA;7104;NA;NA;NA
"1041";NA;"Eugenia";"xerophytica";"Eugenia xerophytica";"aridland stopper";NA;7105;NA;NA;NA
"1042";NA;"Chamaesyce";"spp.";"Euphorbia";"sandmat";NA;6496;NA;NA;NA
"1043";NA;"Euphorbia";"spp.";"Euphorbia";"spurge";NA;7115;NA;NA;NA
"1044";"502534";"Euphorbia";"cotinifolia";"Euphorbia cotinifolia";"Mexican shrubby spurge";NA;7109;NA;NA;NA
"1045";"28159";"Euphorbia";"haeleeleana";"Euphorbia haeleeleana";"Kauai spurge";NA;7110;NA;NA;NA
"1046";NA;"Chamaesyce";"herbstii";"Euphorbia herbstii";"Herbsts sandmat";NA;6492;NA;NA;NA
"1047";"502540";"Euphorbia";"lactea";"Euphorbia lactea";"mottled spurge";NA;7111;NA;NA;NA
"1048";"502544";"Euphorbia";"neriifolia";"Euphorbia neriifolia";"Indian spurgetree";NA;7112;NA;NA;NA
"1049";"28172";"Euphorbia";"petiolaris";"Euphorbia petiolaris";"manchineel berry";NA;7113;NA;NA;NA
"1050";"502548";"Euphorbia";"pulcherrima";"Euphorbia pulcherrima";"poinsettia";NA;7114;NA;NA;NA
"1051";"502550";"Euphorbia";"tirucalli";"Euphorbia tirucalli";"Indiantree spurge";NA;7116;NA;NA;NA
"1052";NA;"Eurya";"spp.";"Eurya";"eurya";NA;7120;NA;NA;NA
"1053";"21382";"Eurya";"sandwicensis";"Eurya sandwicensis";"anini";NA;7119;NA;NA;NA
"1054";"507312";"Excoecaria";"agallocha";"Excoecaria agallocha";"blinding tree";NA;7129;NA;NA;NA
"1055";"502585";"Exocarpos";"gaudichaudii";"Exocarpos gaudichaudii";"hulumoa";NA;7131;NA;NA;NA
"1056";"34990";"Exostema";"caribaeum";"Exostema caribaeum";"Caribbean princewood";NA;7135;NA;NA;NA
"1057";"34991";"Exostema";"ellipticum";"Exostema ellipticum";"plateado";NA;7136;NA;NA;NA
"1058";"34992";"Exostema";"sanctae-luciae";"Exostema sanctae-luciae";"Exostema sanctae-luciae";NA;7137;NA;NA;NA
"1059";"28680";"Exothea";"paniculata";"Exothea paniculata";"butterbough, inkwood";NA;874;NA;NA;NA
"1060";NA;"Fagraea";"spp.";"Fagraea";"Fagraea";NA;7143;NA;NA;NA
"1061";"19462";"Fagus";"grandifolia";"Fagus grandifolia";"American beech ;American beech";"Hêtre à grandes feuilles";531;"HEG";"Be";44
"1062";NA;"Falcataria";"spp.";"Falcataria";"peacocksplume";NA;7145;NA;NA;NA
"1063";"565183";"Falcataria";"moluccana";"Falcataria moluccana";"peacocksplume";NA;7144;NA;NA;NA
"1064";NA;"Albizia";"falcataria";"Falcataria moluccana";"ukall ra ngebard";NA;6058;NA;NA;NA
"1065";"35192";"Faramea";"occidentalis";"Faramea occidentalis";"false coffee";NA;7146;NA;NA;NA
"1066";"507821";"Albizia";"saponaria";"Feuilleea saponaria";"whiteflower albizia";NA;6062;NA;NA;NA
"1067";NA;"Ficus";"spp.";"Ficus";"fig";NA;7171;NA;NA;NA
"1068";"502615";"Ficus";"americana";"Ficus americana";"Jamaican cherry fig";NA;7148;NA;NA;NA
"1069";"19092";"Ficus";"aurea";"Ficus aurea";"Florida strangler fig";NA;876;NA;NA;NA
"1070";"506543";"Ficus";"benghalensis";"Ficus benghalensis";"Indian banyan";NA;7149;NA;NA;NA
"1071";"19083";"Ficus";"benjamina";"Ficus benjamina";"weeping fig";NA;7150;NA;NA;NA
"1072";"19093";"Ficus";"carica";"Ficus carica";"edible fig";NA;7151;NA;NA;NA
"1073";"19094";"Ficus";"citrifolia";"Ficus citrifolia";"wild banyantree, shortleaf fig";NA;877;NA;NA;NA
"1074";"507894";"Ficus";"drupacea";"Ficus drupacea";"brown-woolly fig";NA;7154;NA;NA;NA
"1075";"19085";"Ficus";"elastica";"Ficus elastica";"Indian rubberplant";NA;7155;NA;NA;NA
"1076";"823738";"Ficus";"lutea";"Ficus lutea";"Ficus lutea";NA;7158;NA;NA;NA
"1077";"507895";"Ficus";"lyrata";"Ficus lyrata";"fiddleleaf fig";NA;7159;NA;NA;NA
